starid,Teff,Prot,ref,source,source_id,ra,dec,angular_distance
KIC2423839,4978.000000,12.35,santos19,kepler,Gaia DR3 2099177777165704320,286.466938,37.799203,0.000008
KIC2423938,4898.000000,40.7,santos19,kepler,Gaia DR3 2099175200185317888,286.500740,37.752664,0.000032
KIC2423951,5114.000000,10.61,santos19,kepler,Gaia DR3 2099176918172256512,286.506987,37.784048,0.000008
KIC2424289,4590.000000,15.53,santos19,kepler,Gaia DR3 2099172657564721792,286.622896,37.711070,0.000106
KIC2424302,4795.000000,24.88,santos19,kepler,Gaia DR3 2099173894515329024,286.625534,37.752718,0.000069
KIC2424309,4698.000000,30.84,santos19,kepler,Gaia DR3 2099173997594553216,286.629640,37.762673,0.000059
KIC2424688,3958.000000,10.9,santos19,kepler,Gaia DR3 2099131769476164096,286.765743,37.741018,0.000048
KIC2425184,5176.000000,18.6,santos19,kepler,Gaia DR3 2099129536093952000,286.931003,37.741105,0.000045
KIC2425407,4987.000000,27.61,santos19,kepler,Gaia DR3 2099153519190711040,287.006495,37.783283,0.000052
KIC2425537,5147.000000,21.66,santos19,kepler,Gaia DR3 2099152488398565888,287.047714,37.753151,0.000091
KIC2435893,3904.000000,41.84,santos19,kepler,Gaia DR3 2051290919043679232,290.064038,37.791220,0.000117
KIC2436635,4624.000000,1.15,santos19,kepler,Gaia DR3 2051287139470009088,290.165908,37.731727,0.000028
KIC2438264,5097.000000,35.43,santos19,kepler,Gaia DR3 2051105410816218368,290.296419,37.749425,0.000097
KIC2438588,5063.000000,20.09,santos19,kepler,Gaia DR3 2051104620542265984,290.339723,37.726726,0.000019
KIC2438873,4705.000000,0.47,santos19,kepler,Gaia DR3 2051101459446378112,290.393095,37.710233,0.000033
KIC2439094,5035.000000,13.24,santos19,kepler,Gaia DR3 2051103108713923968,290.442953,37.762051,0.000132
KIC2439496,4438.000000,38.77,santos19,kepler,Gaia DR3 2052604629279232256,290.531010,37.798978,0.000025
KIC2439966,4461.000000,28.18,santos19,kepler,Gaia DR3 2052591950535834624,290.650413,37.743648,0.000042
KIC2441409,4408.000000,25.05,santos19,kepler,Gaia DR3 2052547592112506624,290.999013,37.728508,0.000044
KIC2441562,3611.000000,9.97,santos19,kepler,Gaia DR3 2052548141868348800,291.035580,37.788055,0.000098
KIC2441891,3740.000000,15.32,santos19,kepler,Gaia DR3 2052545599247726464,291.114312,37.754820,0.000043
KIC2441989,4306.000000,38.24,santos19,kepler,Gaia DR3 2052549069581326464,291.138442,37.791396,0.000008
KIC2442004,3972.000000,8.74,santos19,kepler,Gaia DR3 2052545732385322624,291.141572,37.765539,0.000025
KIC2442165,5167.000000,13.43,santos19,kepler,Gaia DR3 2052545839765924480,291.179900,37.757152,0.000048
KIC2442210,5152.000000,8.09,santos19,kepler,Gaia DR3 2052545015132195072,291.190431,37.726076,0.000028
KIC2442866,4538.000000,2.88,santos19,kepler,Gaia DR3 2052555494852640768,291.335271,37.704007,0.000066
KIC2443037,4536.000000,11.53,santos19,kepler,Gaia DR3 2052555563572131456,291.374198,37.711592,0.000089
KIC2443935,3850.000000,34.22,santos19,kepler,Gaia DR3 2052553879945014400,291.578377,37.749956,0.000113
KIC2443944,4434.000000,31.71,santos19,kepler,Gaia DR3 2052560614453744768,291.580166,37.787903,0.000027
KIC2444406,4361.000000,16.66,santos19,kepler,Gaia DR3 2051808789021824000,291.682786,37.746228,0.000126
KIC2444517,4539.000000,26.3,santos19,kepler,Gaia DR3 2051809098259479296,291.708949,37.741701,0.000110
KIC2444597,5008.000000,32.6,santos19,kepler,Gaia DR3 2051809132615485184,291.724043,37.752617,0.000013
KIC2445019,4681.000000,33.75,santos19,kepler,Gaia DR3 2051809785454317952,291.822078,37.768912,0.000183
KIC2445154,4502.000000,40.98,santos19,kepler,Gaia DR3 2051806555638915456,291.853778,37.741836,0.000088
KIC2445329,5189.000000,18.34,santos19,kepler,Gaia DR3 2051805765364937984,291.888927,37.717043,0.000056
KIC2445782,4291.000000,27.41,santos19,kepler,Gaia DR3 2051899945406589056,291.991761,37.766098,0.000084
KIC2446261,5018.000000,25.23,santos19,kepler,Gaia DR3 2051887472821600512,292.091626,37.733318,0.000089
KIC2446934,3772.000000,25.58,santos19,kepler,Gaia DR3 2051885686115115264,292.227387,37.725916,0.000094
KIC2447838,4815.000000,10.46,santos19,kepler,Gaia DR3 2051844351348642816,292.410438,37.755576,0.000026
KIC2448186,5137.000000,14.79,santos19,kepler,Gaia DR3 2051844901104525952,292.488789,37.761145,0.000015
KIC2448311,4358.000000,23.7,santos19,kepler,Gaia DR3 2051844969824025728,292.516880,37.766680,0.000051
KIC2448416,4900.000000,18.73,santos19,kepler,Gaia DR3 2051841636929395584,292.546234,37.723185,0.000033
KIC2448534,4995.000000,22.28,santos19,kepler,Gaia DR3 2051842461563192320,292.570048,37.797115,0.000157
KIC2448958,4264.000000,22.89,santos19,kepler,Gaia DR3 2051864932832352256,292.669134,37.772896,0.000074
KIC2449799,4942.000000,43.62,santos19,kepler,Gaia DR3 2051849127352797184,292.860901,37.713246,0.000017
KIC2449818,5061.000000,20.63,santos19,kepler,Gaia DR3 2051849127352793088,292.863803,37.703127,0.000076
KIC2449849,5109.000000,13.42,santos19,kepler,Gaia DR3 2051853868996752512,292.870832,37.792042,0.000150
KIC2450157,4857.000000,21.36,santos19,kepler,Gaia DR3 2051851292016428416,292.944659,37.797668,0.000026
KIC2453079,4873.000000,11.61,santos19,kepler,Gaia DR3 2052030168818463232,293.586910,37.794978,0.000026
KIC2453267,4612.000000,17.59,santos19,kepler,Gaia DR3 2052027282600467968,293.628041,37.797039,0.000026
KIC2554730,3393.000000,45.47,santos19,kepler,Gaia DR3 2099849269532702080,285.984490,37.878922,0.000192
KIC2555396,3761.000000,4.52,santos19,kepler,Gaia DR3 2099099230805375872,286.187754,37.866550,0.000060
KIC2555476,4748.000000,33.29,santos19,kepler,Gaia DR3 2099193101608917760,286.211249,37.883092,0.000049
KIC2555523,3877.000000,25.76,santos19,kepler,Gaia DR3 2099098440531398912,286.227778,37.852190,0.000080
KIC2555568,5147.000000,10.68,santos19,kepler,Gaia DR3 2099192311334946176,286.245050,37.868395,0.000036
KIC2555722,5066.000000,34.94,santos19,kepler,Gaia DR3 2099192173896020736,286.293963,37.871822,0.000071
KIC2556123,4929.000000,23.54,santos19,kepler,Gaia DR3 2099188325605372288,286.419113,37.828811,0.000090
KIC2556650,3731.000000,27.8,santos19,kepler,Gaia DR3 2099183583961614208,286.594253,37.891284,0.000028
KIC2556953,5069.000000,12.88,santos19,kepler,Gaia DR3 2099180457225448448,286.694311,37.838820,0.000050
KIC2556994,4707.000000,49.41,santos19,kepler,Gaia DR3 2099179323354076416,286.706982,37.816645,0.000129
KIC2557350,3628.000000,18.86,santos19,kepler,Gaia DR3 2099134209017687680,286.819087,37.858992,0.000045
KIC2557479,4237.000000,29.36,santos19,kepler,Gaia DR3 2099134586974846464,286.862805,37.877009,0.000033
KIC2558138,4763.000000,1.12,santos19,kepler,Gaia DR3 2099154172025817600,287.056848,37.861950,0.000025
KIC2558623,5112.000000,21.96,santos19,kepler,Gaia DR3 2099143073830408960,287.223883,37.836281,0.000047
KIC2568503,4243.000000,33.73,santos19,kepler,Gaia DR3 2051292671388138880,290.010298,37.880077,0.000088
KIC2568708,5174.000000,13.43,santos19,kepler,Gaia DR3 2051292568309367680,290.059034,37.880582,0.000049
KIC2569737,4648.000000,13.71,santos19,kepler,Gaia DR3 2051294148857011712,290.204891,37.820717,0.000011
KIC2570773,4700.000000,10.17,santos19,kepler,Gaia DR3 2051295317088301440,290.330717,37.882074,0.000017
KIC2570846,3787.000000,10.75,santos19,kepler,Gaia DR3 2051107472400670720,290.343337,37.841542,0.000035
KIC2571155,5038.000000,28.77,santos19,kepler,Gaia DR3 2051106853925428736,290.401428,37.829551,0.000021
KIC2572352,4443.000000,38.77,santos19,kepler,Gaia DR3 2052593977760487808,290.683712,37.836866,0.000006
KIC2572455,5132.000000,33.52,santos19,kepler,Gaia DR3 2052606274244656768,290.707880,37.893621,0.000042
KIC2572490,4941.000000,18.73,santos19,kepler,Gaia DR3 2052593634163105408,290.715590,37.805643,0.000035
KIC2573016,4410.000000,19.8,santos19,kepler,Gaia DR3 2052599303520043904,290.838294,37.876087,0.000101
KIC2574013,4313.000000,44.54,santos19,kepler,Gaia DR3 2052549825495625472,291.067836,37.825298,0.000025
KIC2574201,3687.000000,29.59,santos19,kepler,Gaia DR3 2052550203452707712,291.108498,37.857935,0.000150
KIC2574699,4494.000000,34.7,santos19,kepler,Gaia DR3 2052569822863708544,291.222822,37.831723,0.000056
KIC2575433,3859.000000,15.32,santos19,kepler,Gaia DR3 2052570647497516672,291.378347,37.864147,0.000065
KIC2575836,5148.000000,18.73,santos19,kepler,Gaia DR3 2052559102621131648,291.465250,37.853448,0.000014
KIC2576013,4363.000000,23.21,santos19,kepler,Gaia DR3 2052564187866764160,291.501716,37.863470,0.000028
KIC2576328,4434.000000,11.53,santos19,kepler,Gaia DR3 2052564153507071872,291.564646,37.885865,0.000050
KIC2577210,4437.000000,31.27,santos19,kepler,Gaia DR3 2051811159843850112,291.751171,37.838030,0.000084
KIC2577743,3673.000000,31.93,santos19,kepler,Gaia DR3 2051905339885506944,291.859363,37.896461,0.000197
KIC2577892,4878.000000,36.94,santos19,kepler,Gaia DR3 2051904652690754560,291.891613,37.894227,0.000085
KIC2578300,4785.000000,20.21,santos19,kepler,Gaia DR3 2051900323363729664,291.976609,37.821308,0.000037
KIC2578319,4843.000000,20.63,santos19,kepler,Gaia DR3 2051901491594852608,291.979199,37.851919,0.000001
KIC2579762,5127.000000,17.1,santos19,kepler,Gaia DR3 2051895959677202944,292.288935,37.884955,0.000037
KIC2581101,5186.000000,24.88,santos19,kepler,Gaia DR3 2051869090360684800,292.581412,37.853307,0.000015
KIC2581298,3766.000000,17.35,santos19,kepler,Gaia DR3 2051869193439946752,292.623334,37.879371,0.000031
KIC2581444,4216.000000,11.85,santos19,kepler,Gaia DR3 2051865104631062656,292.661453,37.807561,0.000016
KIC2581554,4975.000000,7.82,santos19,kepler,Gaia DR3 2051865551307698688,292.690381,37.835057,0.000111
KIC2581647,4321.000000,19.8,santos19,kepler,Gaia DR3 2051865482588231296,292.711677,37.827572,0.000040
KIC2582572,4959.000000,26.47,santos19,kepler,Gaia DR3 2051854380091914752,292.898285,37.824648,0.000120
KIC2582987,5130.000000,22.13,santos19,kepler,Gaia DR3 2051857816065976960,292.995028,37.879682,0.000041
KIC2583553,4319.000000,24.88,santos19,kepler,Gaia DR3 2051858129604516992,293.121205,37.863657,0.000038
KIC2583649,4369.000000,40.98,santos19,kepler,Gaia DR3 2051670319277787520,293.142686,37.829586,0.000083
KIC2692088,4986.000000,51.87,santos19,kepler,Gaia DR3 2099862601111088896,285.560898,37.995020,0.000044
KIC2692271,5054.000000,23.55,santos19,kepler,Gaia DR3 2099862979068219904,285.623991,37.966730,0.000031
KIC2692429,4477.000000,6.86,santos19,kepler,Gaia DR3 2099862875989024128,285.678488,37.968165,0.000084
KIC2692704,3792.000000,14.79,santos19,kepler,Gaia DR3 2099859268216511488,285.775626,37.922969,0.000240
KIC2692772,3783.000000,27.8,santos19,kepler,Gaia DR3 2099859302576262272,285.795377,37.942315,0.000082
KIC2692866,4929.000000,31.49,santos19,kepler,Gaia DR3 2099853152183095040,285.827435,37.915072,0.000030
KIC2693045,3728.000000,17.59,santos19,kepler,Gaia DR3 2099853633219468416,285.892312,37.952187,0.000063
KIC2693779,3683.000000,29.79,santos19,kepler,Gaia DR3 2099945167561499520,286.129185,37.985357,0.000059
KIC2693993,4382.000000,23.38,santos19,kepler,Gaia DR3 2099944892683616128,286.194389,37.996618,0.000032
KIC2694414,4348.000000,19.39,santos19,kepler,Gaia DR3 2099195300632995200,286.306008,37.977442,0.000078
KIC2695622,3746.000000,15.97,santos19,kepler,Gaia DR3 2099185920423939968,286.696915,37.995194,0.000045
KIC2695885,3373.000000,56.37,santos19,kepler,Gaia DR3 2099182759328038272,286.783456,37.954105,0.000183
KIC2697813,4972.000000,25.23,santos19,kepler,Gaia DR3 2099150839131475840,287.426441,37.992477,0.000032
KIC2707504,5135.000000,18.34,santos19,kepler,Gaia DR3 2051297722269817088,290.141674,37.900456,0.000088
KIC2707526,4999.000000,30.0,santos19,kepler,Gaia DR3 2051299126716803584,290.145378,37.970950,0.000160
KIC2708172,4267.000000,38.5,santos19,kepler,Gaia DR3 2051297206873964928,290.291949,37.981071,0.000149
KIC2708221,4883.000000,23.05,santos19,kepler,Gaia DR3 2051296725837588352,290.303745,37.924171,0.000033
KIC2708343,4476.000000,10.39,santos19,kepler,Gaia DR3 2051295901203883008,290.333617,37.911133,0.000037
KIC2708595,4557.000000,25.58,santos19,kepler,Gaia DR3 2052797421769138560,290.396764,37.979173,0.000033
KIC2708666,5176.000000,24.72,santos19,kepler,Gaia DR3 2052797146891234304,290.416929,37.961854,0.000031
KIC2708787,4243.000000,23.54,santos19,kepler,Gaia DR3 2052797593567875456,290.448970,37.988587,0.000125
KIC2710156,4946.000000,30.42,santos19,kepler,Gaia DR3 2052600609190099456,290.780785,37.931610,0.000055
KIC2710323,4831.000000,2.2,santos19,kepler,Gaia DR3 2052600845406164352,290.822001,37.958538,0.000032
KIC2710447,4986.000000,22.89,santos19,kepler,Gaia DR3 2052600884068060672,290.850365,37.966691,0.000011
KIC2711131,4973.000000,15.53,santos19,kepler,Gaia DR3 2052598753764370432,291.017191,37.975339,0.000076
KIC2711354,4957.000000,20.35,santos19,kepler,Gaia DR3 2052621465551713408,291.071936,37.973031,0.000036
KIC2711597,4861.000000,10.75,santos19,kepler,Gaia DR3 2052621706069913856,291.124542,37.986575,0.000066
KIC2712795,4994.000000,10.03,santos19,kepler,Gaia DR3 2052572296764998784,291.381798,37.948234,0.000038
KIC2713086,3920.000000,4.08,santos19,kepler,Gaia DR3 2052577210207618176,291.445980,37.949525,0.000010
KIC2714000,3783.000000,26.67,santos19,kepler,Gaia DR3 2052566249451201024,291.644071,37.952701,0.000039
KIC2714077,4414.000000,13.71,santos19,kepler,Gaia DR3 2052563122715102464,291.659450,37.925296,0.000054
KIC2714431,4769.000000,24.03,santos19,kepler,Gaia DR3 2052563535031944448,291.738224,37.975593,0.000068
KIC2714725,5142.000000,23.7,santos19,kepler,Gaia DR3 2051905649123134464,291.808642,37.916504,0.000035
KIC2715135,4252.000000,20.93,santos19,kepler,Gaia DR3 2051905030647886976,291.903240,37.902370,0.000084
KIC2715495,4706.000000,29.18,santos19,kepler,Gaia DR3 2051901903911744640,291.988175,37.900421,0.000084
KIC2716142,4869.000000,44.54,santos19,kepler,Gaia DR3 2051908878938756480,292.120630,37.955804,0.000028
KIC2716319,4852.000000,26.67,santos19,kepler,Gaia DR3 2051908604060863872,292.155343,37.937223,0.000068
KIC2716857,4314.000000,8.68,santos19,kepler,Gaia DR3 2051896028396680960,292.268822,37.908451,0.000030
KIC2717009,4829.000000,26.12,santos19,kepler,Gaia DR3 2051896097116178816,292.302226,37.906296,0.000179
KIC2718155,4843.000000,10.91,santos19,kepler,Gaia DR3 2051917945608559744,292.544643,37.978310,0.000046
KIC2718397,4137.000000,22.11,santos19,kepler,Gaia DR3 2051870808348062976,292.602046,37.958148,0.000207
KIC2718781,4202.000000,23.21,santos19,kepler,Gaia DR3 2051871426823041152,292.690707,37.966001,0.000073
KIC2718866,5138.000000,16.08,santos19,kepler,Gaia DR3 2051871839139938688,292.712346,37.995957,0.000037
KIC2718924,4960.000000,26.67,santos19,kepler,Gaia DR3 2051868128288150656,292.724276,37.919120,0.000030
KIC2718935,3764.000000,31.93,santos19,kepler,Gaia DR3 2051871804780206848,292.728124,37.990231,0.000081
KIC2719353,4833.000000,23.05,santos19,kepler,Gaia DR3 2051873763285340288,292.812400,37.973749,0.000022
KIC2720230,5171.000000,21.66,santos19,kepler,Gaia DR3 2051862699449699968,293.008663,37.950281,0.000041
KIC2721129,4620.000000,7.55,santos19,kepler,Gaia DR3 2052046386614816512,293.210891,37.925654,0.000030
KIC2721506,4273.000000,29.58,santos19,kepler,Gaia DR3 2052046592773298944,293.290786,37.944108,0.000185
KIC2721930,5160.000000,24.88,santos19,kepler,Gaia DR3 2052047142529158400,293.377232,37.935372,0.000056
KIC2722737,5086.000000,21.66,santos19,kepler,Gaia DR3 2052043431677505792,293.536788,37.908159,0.000017
KIC2831377,4627.000000,19.52,santos19,kepler,Gaia DR3 2099863906781162112,285.606946,38.000276,0.000012
KIC2831957,3903.000000,24.37,santos19,kepler,Gaia DR3 2099866926140833792,285.794539,38.068635,0.000065
KIC2831983,4339.000000,9.9,santos19,kepler,Gaia DR3 2099866243243446272,285.803315,38.028160,0.000037
KIC2832175,4356.000000,18.99,santos19,kepler,Gaia DR3 2099865964068133120,285.869234,38.049387,0.000042
KIC2832398,3795.000000,14.59,santos19,kepler,Gaia DR3 2099867651992787584,285.946409,38.073217,0.000049
KIC2832720,3211.000000,24.71,santos19,kepler,Gaia DR3 2099949599962717056,286.046898,38.088463,0.000074
KIC2832741,4596.000000,19.39,santos19,kepler,Gaia DR3 2099854664011700864,286.055671,38.017119,0.000026
KIC2833945,4432.000000,34.7,santos19,kepler,Gaia DR3 2099194991394723968,286.411840,38.019436,0.000004
KIC2834075,3900.000000,37.71,santos19,kepler,Gaia DR3 2099200935629499520,286.456131,38.041554,0.000072
KIC2834564,3530.000000,21.36,santos19,kepler,Gaia DR3 2099199045844004736,286.623390,38.080449,0.000231
KIC2834612,3713.000000,13.33,santos19,kepler,Gaia DR3 2099186985575827072,286.640126,38.045036,0.000055
KIC2834637,3236.000000,23.05,santos19,kepler,Gaia DR3 2099198770966605696,286.649686,38.069179,0.000229
KIC2834754,4384.000000,27.04,santos19,kepler,Gaia DR3 2099186676338195968,286.688567,38.021102,0.000059
KIC2834778,3625.000000,40.42,santos19,kepler,Gaia DR3 2099186676338195840,286.694147,38.015518,0.000251
KIC2835051,4232.000000,35.43,santos19,kepler,Gaia DR3 2099209663003232000,286.783403,38.042179,0.000085
KIC2835254,4882.000000,25.4,santos19,kepler,Gaia DR3 2099206433187841536,286.849832,38.008772,0.000048
KIC2835274,4204.000000,13.24,santos19,kepler,Gaia DR3 2099207116082429824,286.855208,38.045110,0.000027
KIC2835393,3734.000000,14.9,santos19,kepler,Gaia DR3 2099207292181377280,286.895271,38.088734,0.000038
KIC2835787,5021.000000,48.06,santos19,kepler,Gaia DR3 2099207979376216704,287.023730,38.084913,0.000032
KIC2836098,3962.000000,29.18,santos19,kepler,Gaia DR3 2099159807023048704,287.124456,38.025558,0.000154
KIC2836367,4255.000000,4.69,santos19,kepler,Gaia DR3 2099163174275642880,287.212077,38.063069,0.000195
KIC2845525,5152.000000,14.59,santos19,kepler,Gaia DR3 2051357336417016704,289.839578,38.096492,0.000049
KIC2845541,4924.000000,28.96,santos19,kepler,Gaia DR3 2051310229214455808,289.844973,38.065124,0.000042
KIC2845689,4250.000000,13.43,santos19,kepler,Gaia DR3 2051309194119858816,289.882164,38.029508,0.000064
KIC2846491,4825.000000,16.76,santos19,kepler,Gaia DR3 2051311500524964096,290.072530,38.040735,0.000053
KIC2846901,4527.000000,13.52,santos19,kepler,Gaia DR3 2051300677207448448,290.177843,38.004182,0.000042
KIC2847357,3665.000000,31.93,santos19,kepler,Gaia DR3 2052801407498752512,290.297341,38.033696,0.000064
KIC2847416,5185.000000,29.79,santos19,kepler,Gaia DR3 2052801854175410816,290.313245,38.096282,0.000034
KIC2847757,4802.000000,16.65,santos19,kepler,Gaia DR3 2052798693079507712,290.403515,38.041464,0.000046
KIC2848655,4981.000000,42.43,santos19,kepler,Gaia DR3 2052611054550521728,290.612454,38.027655,0.000029
KIC2848999,5151.000000,16.99,santos19,kepler,Gaia DR3 2052613700250416128,290.697692,38.016380,0.000093
KIC2849559,4608.000000,24.73,santos19,kepler,Gaia DR3 2052614898539385728,290.833404,38.067718,0.000075
KIC2849788,4654.000000,21.68,santos19,kepler,Gaia DR3 2052603289249808000,290.881433,38.061964,0.000058
KIC2849894,3583.000000,30.21,santos19,kepler,Gaia DR3 2052603254890083200,290.903272,38.068550,0.000030
KIC2850322,4300.000000,30.21,santos19,kepler,Gaia DR3 2052625485641092736,291.000184,38.024878,0.000086
KIC2850503,4802.000000,26.3,santos19,kepler,Gaia DR3 2052622290186068608,291.042778,38.003247,0.000105
KIC2850788,5184.000000,18.86,santos19,kepler,Gaia DR3 2052622977380264448,291.111554,38.076972,0.000074
KIC2851128,4630.000000,17.72,santos19,kepler,Gaia DR3 2052574873745299968,291.177062,38.000912,0.000002
KIC2852669,4376.000000,12.1,santos19,kepler,Gaia DR3 2052578137920627328,291.486174,38.041525,0.000066
KIC2854411,4502.000000,28.36,santos19,kepler,Gaia DR3 2052657062239880064,291.863529,38.034421,0.000139
KIC2855022,5113.000000,32.38,santos19,kepler,Gaia DR3 2051907229671264768,291.999223,38.007525,0.000019
KIC2855572,5122.000000,31.93,santos19,kepler,Gaia DR3 2051909806651712768,292.105183,38.001600,0.000053
