uid,CaIIHK_snr,SIndex,SIndexSigma,SIndexOri,SIndexOriSigma,source_id,ra,dec,type,period,eccentricity,K1,mass_ratio,f1,f1err,f2,f2err,inclination,teff,teff_err,logg,logg_err,feh,feh_err,logrRprimehk,logrRprimehkerr,logrRprimehkerrUniform,w3mag,w3magerr,kmag,kmagerr,Gmag,BpRp,iso_mass,iso_mass_err,iso_rad,iso_rad_err,iso_lum,iso_lum_err
G10037134329686,62.645912,0.417492,0.024526,0.249901,0.004779,Gaia DR3 3073792752401175680,132.031283,-1.745065,SB1,1.2691687961986298,0.3874298141206662,8.721378431904554,,,,,,,6664.41,17.98,4.127,0.024,0.038,0.013,-4.10063,0.03067,,10.584,0.087,10.694,0.023,11.806568,0.5779486,1.398486279077754,0.025300993489982,1.6459395375012842,0.0850333090427234,4.763975624096473,0.5269121623838707
G10037150147472,26.525095,0.237192,0.058546,0.214769,0.011408,Gaia DR3 3072504674529551232,131.289415,-1.639115,SB1,222.80248844642736,0.3727666508960946,16.61821177316028,,,,,,,5547.82,24.43,4.448,0.034,-0.158,0.02,-4.71154,,,10.832,0.119,10.992,0.023,12.66717,0.92160034,0.8595563655345413,0.0098021376366072,0.9129962069934886,0.03346974766595,0.7091202522143573,0.0544305542816068
G10037179785153,127.32307,0.781474,0.012239,0.320825,0.002385,Gaia DR3 3072298138141991936,131.528438,-1.855304,EclipsingBinary,0.4940665364265442,0.0,,,1.0,6.5388617e-06,0.9989041686058044,0.007674131,71.58545733228695,6627.19,6.92,4.206,0.009,0.002,0.004,-3.79299,0.00748,0.06107,10.193,0.064,10.275,0.019,11.328212,0.58778095,,,,,,
G10037261393112,48.00733,0.282582,0.033454,0.223613,0.006519,Gaia DR3 3072190042405165568,131.43545,-2.555976,AstroSpectroSB1,251.9798055242851,0.4821571895123785,,,,,,,,5603.19,30.61,4.285,0.041,0.204,0.026,-4.57889,0.07819,,10.839,0.109,10.9,0.021,12.467467,0.89169025,0.9989271536770618,0.0194817789209191,1.1775905943025649,0.0568678698464168,1.2305691114253858,0.1241338439296439
G10037292687074,81.72444,0.42292,0.019147,0.250959,0.003731,Gaia DR3 3073780520335439104,131.874486,-1.948147,SB1,9.099760891981926,0.0338222408938934,41.69746665921351,,,,,,,5530.52,21.49,4.563,0.027,-0.212,0.013,-4.36202,0.02562,,9.773,0.046,9.871,0.021,11.594414,0.9558439,0.8596504101528106,0.0001596824923026,0.8078868271223938,0.0236721541843186,0.5447861412284003,0.0344495117107167
G10037505243060,89.743763,0.16163,0.017275,0.200045,0.003366,Gaia DR3 3077395023076015104,124.5351,-0.162014,SB1,28.76982280050904,0.6124202831836211,46.14802665031989,,,,,,,6147.33,14.61,4.237,0.019,-0.027,0.01,-4.84257,0.10716,,10.156,0.074,10.3,0.024,11.550579,0.7302761,1.1593615971851263,0.0001882674579181,1.3613005675943808,0.024357881224146,2.3726197416803188,0.0726239328683662
G10037547997864,27.680506,0.465154,0.058724,0.259188,0.011443,Gaia DR3 3077367707084030720,124.47203,-0.49874,SB1,18.25685322218175,0.3164765910167161,18.687692268176804,,,,,,,5408.15,25.42,3.883,0.036,0.236,0.022,-4.3493,0.06846,,10.768,0.132,10.853,0.021,12.606997,1.012063,1.1892742870696589,0.053747779762214,2.040793123068559,0.1222205032060469,3.2137630714837986,0.3989457936707019
G10037655740747,19.721043,-0.071453,0.079244,0.154627,0.015441,Gaia DR3 3070127594813815168,124.31729,-2.464048,SB1,676.3161593561778,0.1028778156643505,7.55582523214837,,,,,,,,,,,,,,,,10.389,0.085,10.508,0.024,12.778622,1.2359056,1.578935844995243,0.1763468069506146,10.38202129082417,0.8172701377375793,50.84058341834023,8.767391670474726
G10037674367679,86.935694,-0.060609,0.022888,0.15674,0.00446,Gaia DR3 3070304994142978560,125.43238,-1.539263,SB1,1313.369861447637,0.2698955130701827,8.074756166421722,,,,,,,,,,,,,,,,9.141,0.036,9.186,0.023,11.128583,1.0785675,1.2421396639444229,0.0698091434373538,3.5674709954726818,0.1482701213438626,7.349565643446666,0.6792971611868666
G10037744664840,21.518537,0.107796,0.078655,0.189555,0.015326,Gaia DR3 3070961235082227584,124.14454,-1.546661,Orbital,547.5660892552127,0.1463580296174812,,,,,,,,5800.235,34.3,4.217,0.046,0.101,0.031,-5.62307,,,11.42,0.177,11.531,0.021,13.018825,0.8354788,1.057123467544251,0.01923340625765,1.2995576290923725,0.0746856023561174,1.7218084273112335,0.2053889436292841
G10037768221462,78.68599,0.040177,0.019906,0.176379,0.003879,Gaia DR3 3070927871776495744,124.165732,-2.019062,AstroSpectroSB1,624.1440339195942,0.0274646214936477,,,,,,,,,,,,,,,,,8.135,0.022,8.271,0.031,10.169369,1.0816469,2.189058089311083,0.0962679994566066,8.540194945353532,0.4449204907394665,46.7499565136282,5.634012822112776
G10037888520609,30.244701,0.118905,0.051022,0.19172,0.009942,Gaia DR3 3077263189056238592,126.321875,-0.168354,Orbital,583.6009105485299,0.6738482825301157,,,,,,,,6203.63,31.74,4.162,0.044,-0.133,0.026,-5.17791,,,9.813,0.064,9.99,0.021,11.201099,0.7053566,1.13783440839689,0.0309119064427622,1.4631440832815747,0.0759802342548507,2.8682967943412487,0.3126973513389068
G10037912044443,130.39433,0.784577,0.012036,0.32143,0.002345,Gaia DR3 3076473877146069888,125.99899,-0.59797,EclipsingBinary,0.4141075611114502,0.0,,,1.0201884508132937,,1.039219617843628,1.6482389e-06,74.5658376973787,6478.01,12.76,4.168,0.016,-0.216,0.008,-3.81219,0.00758,0.06121,11.307,0.185,10.928,0.019,12.134377,0.6267338,1.197343739779233,0.0247785168400034,1.4496793323835817,0.0740388482208614,3.3121085235828764,0.3682928156047851
G10037958304488,45.84128,0.079933,0.034255,0.184126,0.006675,Gaia DR3 3077220475605297664,125.26757,-0.107603,SB1,237.19551821156324,0.1724048305754136,18.737195951507893,,,,,,,,,,,,,,,,10.697,0.116,10.661,0.023,12.377091,0.9621773,1.097979730747486,0.0658960658609958,2.191885217751531,0.1702754704904143,3.591555486401854,0.5569532638695616
G10038084221296,27.376273,-0.05475,0.072825,0.157882,0.01419,Gaia DR3 3077126810958523136,125.560921,-0.696482,SB1,689.4763884483267,0.0430500077746241,6.043122194179842,,,,,,,,,,,,,,,,9.672,0.058,9.744,0.023,11.895891,1.1887665,2.295686844074037,0.1548363249402178,10.617080892367838,0.756861108040713,59.49311583817855,8.906222120943852
G10038509408693,26.39479,0.239629,0.059245,0.215243,0.011544,Gaia DR3 3066051228469907840,125.52481,-4.766527,SB1,80.10750301670197,0.1785314852445688,15.819480500108034,,,,,,,5917.32,34.94,3.834,0.049,0.164,0.03,-4.59893,,,11.099,0.139,11.069,0.019,12.419438,0.78582287,1.445151858546338,0.0749479693341788,2.361029713644396,0.1560098278780965,6.263199349185523,0.786193654290074
G10038699712156,181.266885,1.269066,0.022093,0.415835,0.004305,Gaia DR3 3066844354310597632,126.61359,-3.066088,SB2,12.757956624540563,0.211761228208437,46.46325881128306,,,,,,,7418.893,47.853,3.806,0.06,0.604,0.033,-3.51457,0.00788,0.03524,9.627,0.045,9.647,0.021,10.359945,0.45225334,2.096795375794733,0.0512928051383438,2.926726402205987,0.2198796784218206,22.97771310250947,3.188495464239613
G10038778175480,16.198838,-0.278476,0.1036,0.114288,0.020187,Gaia DR3 3066730859798214656,125.99736,-3.483828,SB1,263.3086379390854,0.2333277280509902,6.225601266882475,,,,,,,,,,,,,,,,10.259,0.068,10.418,0.023,12.7676,1.2969856,1.2830531302769816,0.2325836954123654,13.599052193619428,1.7996445379519184,77.70374961740859,21.376566380064904
G10038792213619,43.059753,0.270464,0.036118,0.221252,0.007038,Gaia DR3 3066740033848352512,126.17837,-3.326098,Orbital,778.5205292911246,0.079656221226322,,,,,,,,6194.38,28.77,4.258,0.041,-0.551,0.024,-4.44085,0.08794,,11.7,0.236,11.55,0.024,12.722434,0.6714735,0.9393123756327388,0.0105674780715233,1.1750713858507909,0.0599415031761389,1.837465594106488,0.195514344299569
G10038868855421,29.264812,0.264555,0.053078,0.2201,0.010342,Gaia DR3 3066492751109041152,126.26912,-3.938675,SB1,653.6912963309599,0.3414851438800023,10.490079967710502,,,,,,,6183.2,64.6,3.909,0.1,0.002,0.065,-4.45784,,,11.045,0.14,10.989,0.024,12.261449,0.72500896,1.3396581195385242,0.1206005816448139,1.988381730656424,0.3077315334898641,5.211173171112483,1.6128374335652813
G10038887566957,58.78192,0.223674,0.027094,0.212134,0.005279,Gaia DR3 3066712546057670400,126.22516,-3.652559,SB1,52.57820074881524,0.4782522637289429,11.273920489209836,,,,,,,5066.07,22.32,3.258,0.029,-0.409,0.016,-4.85353,0.06983,,9.529,0.041,9.645,0.019,11.651243,1.1077547,1.0345523176830689,0.0739743980354148,3.94617020223184,0.2255315619981401,9.24900803231268,1.1493925771776672
G10038898282869,113.34511,0.277036,0.013656,0.222532,0.002661,Gaia DR3 3066711240389341824,126.14841,-3.709388,SB1,6.977907882697278,0.0253996808748633,20.71308886081369,,,,,,,6286.15,14.42,4.1,0.018,-0.072,0.009,-4.40311,0.03049,,10.664,0.091,10.718,0.027,11.889977,0.6784773,1.297741398441378,0.024973158688858,1.7160881811622497,0.0701002858143284,4.167884124577731,0.3475774806380562
G10038899951526,14.664469,0.177245,0.108421,0.203087,0.021126,Gaia DR3 3066527866760352000,126.58286,-3.643384,Orbital,136.7433085761,0.5600305092723434,,,,,,,,5026.04,31.11,4.712,0.045,-0.081,0.027,-5.01581,,,11.384,0.155,11.43,0.023,13.485587,1.1500998,0.779219451910837,0.0103266125031884,0.7143775589961783,0.0145265517853817,0.2924934824666871,0.0169581448975155
G10038926189096,88.07477,0.646655,0.017744,0.294555,0.003457,Gaia DR3 3066816454203261312,126.4062,-3.432071,Orbital,735.4637308359648,0.3197575517926002,,,,,,,,6283.67,18.22,4.141,0.024,-0.156,0.012,-3.94081,0.014,0.07802,11.373,0.199,11.44,0.024,12.611738,0.67638206,1.1776862818580185,0.0201171453791538,1.5046534047778826,0.0401513705465093,3.137951733864628,0.1708231359153735
G10039132544834,17.2028,1.330168,0.091661,0.427741,0.017861,Gaia DR3 3066759863714076544,125.30826,-3.610781,Orbital,588.5881702328797,0.1752787178212428,,,,,,,,7401.87,73.08,3.892,0.109,0.231,0.074,-3.49353,0.03105,0.03355,10.115,0.083,10.281,0.021,10.976618,0.42303467,1.890529341064348,0.1026796587752774,2.4255534675846926,0.3671969045734233,15.890923587904249,4.777727094618217
G10039231468321,136.02496,0.138268,0.011674,0.195493,0.002275,Gaia DR3 3066796899216347392,125.78329,-3.257739,Orbital,789.9760821412169,0.719180140427465,,,,,,,,5305.22,22.49,3.094,0.028,0.133,0.012,-5.19624,0.08352,,8.66,0.027,8.747,0.023,10.663714,1.0687981,2.2993621163941,0.0004191581784327,7.0701886427927,0.0085773435351343,35.75339802828425,0.748196523562509
G10039267884597,18.505888,-0.272952,0.085191,0.115364,0.0166,Gaia DR3 3066702757829023232,125.78911,-3.678761,SB1,587.7343279771994,0.1629176323913592,9.248621862155234,,,,,,,,,,,,,,,,10.186,0.058,10.214,0.025,12.613293,1.3103085,1.045664889362364,0.2073542549407926,10.476734885316208,1.5724277362397894,43.658664757067584,13.885859936140818
G10039459659804,91.978195,0.127476,0.016981,0.19339,0.003309,Gaia DR3 3066356274227209472,125.27829,-4.028971,Orbital,606.8988381768862,0.1586239899432867,,,,,,,,5588.58,20.17,3.981,0.025,0.018,0.013,-5.30543,,,10.32,0.079,10.41,0.019,11.928654,0.8828974,1.038257471651114,0.0297748595415205,1.7153956107126267,0.0724869766662733,2.601475725344792,0.1999828638021625
G10039480352741,53.899914,-0.113128,0.029098,0.146507,0.00567,Gaia DR3 3066310060379276928,125.53065,-4.116861,SB1,478.2887994191885,0.4319594920896392,5.819934869249751,,,,,,,,,,,,,,,,9.371,0.037,9.464,0.021,11.673355,1.205265,0.73716413041814,0.0297773255807381,5.887032555106729,0.2779466573735955,16.60098437830608,1.7125827995301304
G10039485556582,86.71784,0.287579,0.018021,0.224587,0.003511,Gaia DR3 3066311018155750016,125.53117,-4.085117,SB1,6.860027201331037,0.0533293256664752,41.65030041356069,,,,,,,5809.53,17.26,3.954,0.022,-0.093,0.011,-4.50801,0.04029,,10.526,0.09,10.529,0.021,11.977852,0.8242941,1.0982445162957386,0.0202108806774987,1.843279464048592,0.0703947403839294,3.510749127223785,0.2433063160244166
G10039513177785,25.892977,0.085378,0.062069,0.185187,0.012095,Gaia DR3 3076718411108058368,128.89136,-0.013041,AstroSpectroSB1,596.4091063480456,0.4955504552541404,,,,,,,,5226.77,32.22,3.164,0.044,-0.274,0.025,-5.79806,,,9.03,0.03,9.217,0.021,11.117229,1.056675,1.737842082327566,0.0989937095788986,5.6281197101123706,0.4232836151323496,21.10665308727021,3.347378266944133
G10039549173347,63.36367,0.039995,0.02767,0.176343,0.005392,Gaia DR3 3076699100935106944,129.03229,-0.211698,SB1,109.14641975529683,0.0427834079877756,6.936471522685948,,,,,,,,,,,,,,,,8.995,0.029,9.025,0.02,10.532013,0.89585114,1.3960268904030435,0.0247740690717569,2.5388847343514027,0.1069485738889945,5.446020037572319,0.4656189973256501
G10039576882008,187.93607,1.21819,0.008314,0.405922,0.00162,Gaia DR3 3076584545567383680,128.25441,-0.511754,Orbital,729.3703127748007,0.0962163137170476,,,,,,,,8133.64,9.92,3.95,0.012,-0.093,0.005,-3.53805,0.00307,0.03665,9.235,0.036,9.272,0.019,9.583246,0.19075584,,,,,,
G10039666139943,26.269781,0.466556,0.059726,0.259461,0.011638,Gaia DR3 3076557680548136704,128.381129,-0.797765,Orbital,673.5409936441422,0.5021136046417413,,,,,,,,5951.74,40.1,4.185,0.054,-1.302,0.038,-4.18615,0.07085,,12.091,0.355,11.751,0.021,13.135108,0.7519512,0.6986084162615669,0.0102171826122687,1.0917523048152795,0.0801929504065564,1.3460322020888915,0.2040522307867492
G10039869936965,31.02533,0.643514,0.049735,0.293943,0.009691,Gaia DR3 3076390550484743936,126.784844,-0.95084,EclipsingBinary,0.4449107646942138,0.0,,,1.0,1.3619165e-06,0.9858925342559814,0.018670663,80.71026904453299,6748.31,73.89,4.184,0.104,-0.057,0.062,-3.87222,0.03831,0.07687,,,,,14.225737,0.6020651,1.3448306336112583,0.0517357260226861,1.4603415320976585,0.1805025398765513,3.9808885594093386,1.018567016429046
G10039903831653,10.684504,0.393042,0.147295,0.245137,0.028701,Gaia DR3 3076848462717807232,127.75524,-0.067462,Orbital,569.0792919700773,0.3524598992884304,,,,,,,,5249.13,48.175,3.987,0.069,-0.004,0.048,-4.49154,,,11.024,0.15,11.12,0.024,12.946572,1.0302954,0.8929602692523467,0.0595335798467447,1.5367075368764371,0.1786782050965018,1.6093849923788808,0.3904844234680452
G10040007980527,30.332072,-0.13086,0.063988,0.143051,0.012468,Gaia DR3 3076444667072660864,127.027328,-0.491706,SB1,522.4505850355391,0.0471895446420369,13.01116371757838,,,,,,,,,,,,,,,,9.262,0.036,9.357,0.024,11.56682,1.2112265,1.087427314394214,0.1265269046409001,5.718505288844158,0.4805940014176193,15.957799798279506,2.8732361194068554
G10040071326327,27.151583,0.213293,0.056975,0.210112,0.011102,Gaia DR3 3072943134854897152,127.09573,-2.454903,SB1,595.8729196538587,0.4240310428008751,7.026536342952283,,,,,,,5999.595,53.52,4.385,0.085,-0.196,0.054,-4.65899,,,9.214,0.035,9.254,0.019,10.638639,0.77548504,0.9947366435153464,0.0301884049944152,1.0303948754602974,0.095151905748926,1.2389658174783782,0.238164818569652
G10040071326327,27.151583,0.213293,0.056975,0.210112,0.011102,Gaia DR3 3072943134854897152,127.09573,-2.454903,Orbital,667.2835966133892,0.1760678160860629,,,,,,,,5999.595,53.52,4.385,0.085,-0.196,0.054,-4.65899,,,9.214,0.035,9.254,0.019,10.638639,0.77548504,0.9947366435153464,0.0301884049944152,1.0303948754602974,0.095151905748926,1.2389658174783782,0.238164818569652
G10040277887332,14.846756,0.309217,0.10387,0.228803,0.02024,Gaia DR3 3072978632761134720,127.42806,-2.133809,SB1,87.40720272140588,0.4458003788209404,14.059395027926689,,,,,,,6747.31,34.25,4.015,0.049,-0.031,0.03,-4.25153,,,9.84,0.056,9.913,0.019,10.896753,0.5850344,1.4968977498221436,0.0260800200978364,1.9644252226783296,0.1288997677797885,7.257548773395736,0.9064628994644583
G10040376517710,17.74868,0.08574,0.088533,0.185257,0.017251,Gaia DR3 3076529917879671168,128.00818,-0.93152,AstroSpectroSB1,209.0595083232914,0.303444986478722,,,,,,,,,,,,,,,,,9.254,0.036,9.276,0.023,10.691071,0.8273449,1.0190097882446951,0.0102330894322714,1.162401554383739,0.041909207903364,1.3468273134679676,0.103637505613797
G10040387800552,49.263363,0.414172,0.031751,0.249254,0.006187,Gaia DR3 3073521894583795456,128.13836,-1.076073,SB1,4.227483867894912,0.0288872208932877,30.2540229935453,,,,,,,6091.6,24.21,4.299,0.033,-0.342,0.02,-4.21558,0.04255,,11.024,0.144,11.11,0.023,12.398575,0.7279539,0.9776732261786948,0.0191005546005131,1.1544901884341918,0.0485975916229237,1.6472638090903928,0.1409862711670389
G10040389781817,9.884861,0.213454,0.158164,0.210143,0.030819,Gaia DR3 3076531429708135424,128.11609,-0.990307,AstroSpectroSB1,632.5423070489798,0.6135300854583293,,,,,,,,5504.86,27.55,3.943,0.041,-0.165,0.028,-4.79858,,,10.986,0.13,10.978,0.027,12.610782,0.9147377,0.9573044091286244,0.0404965012821611,1.714463954322276,0.1152157920974372,2.455470841487612,0.3307533959341446
G10040418974948,34.505408,0.135144,0.049673,0.194884,0.009679,Gaia DR3 3073519420682651648,128.07798,-1.165604,SB1,900.0778760168454,0.2244471573471849,10.167980408720643,,,,,,,5940.773,27.07,4.075,0.038,-0.355,0.023,-5.12086,,,10.881,0.117,11.009,0.023,12.333389,0.75419044,0.9580299072519344,0.0205664287296957,1.4729911295762044,0.0760021005907075,2.4351942318457325,0.2615562899633028
G10040420031978,20.907699,0.14322,0.081688,0.196458,0.015917,Gaia DR3 3073517668336002304,128.0586,-1.249957,Orbital,211.60321035500797,0.3923148090101567,,,,,,,,5543.96,29.445,4.457,0.043,0.096,0.025,-5.15514,,,11.266,0.178,11.074,0.021,12.748577,0.9423351,0.9383238480644062,0.0106499979012505,0.938657043304447,0.0415340197154241,0.7496636876875562,0.0705193235469398
G10040561907838,19.52318,-0.079111,0.081017,0.153135,0.015787,Gaia DR3 3066858991559279488,127.00567,-3.051829,SB1,1167.8937117311095,0.619049412439971,6.849912372832439,,,,,,,,,,,,,,,,8.719,0.026,8.818,0.019,11.080799,1.2304211,0.957455112323312,0.1638455990423514,6.716051265258253,0.9172726316050877,21.157293167913963,6.200727726768374
G10040709098754,48.444027,0.229627,0.032946,0.213294,0.00642,Gaia DR3 3066903792362147712,125.97669,-2.993454,Orbital,465.9252648162524,0.3871336704235312,,,,,,,,5396.83,36.697,4.622,0.053,0.036,0.032,-4.77193,0.10551,,10.196,0.061,10.328,0.019,12.066877,0.99375534,0.8993077975697968,0.0104933575573187,0.8217625713935298,0.0226006717278687,0.5146970034720566,0.035421720784902
G10040755308242,35.47395,0.251901,0.046796,0.217635,0.009118,Gaia DR3 3066902800225649920,126.09765,-2.93301,Orbital,237.90145599442624,0.2334121765342512,,,,,,,,6064.516,28.358,4.295,0.04,-0.224,0.024,-4.52213,,,11.485,0.18,11.479,0.023,12.68533,0.7127466,1.018898457945257,0.010701062385857,1.1776227187314612,0.0579429544158842,1.690359459472396,0.1738872000042164
G10040825875646,11.7075,0.230635,0.130723,0.213491,0.025472,Gaia DR3 3066944375508915712,126.593658,-2.580714,SB1,18.071954498353296,0.2696221478581432,8.61941198439346,,,,,,,6012.98,41.33,4.009,0.055,-0.382,0.04,-4.59783,,,10.437,0.078,10.399,0.023,11.704666,0.74552727,1.0156087375034402,0.0310084595604573,1.6024099729611887,0.1242376968285666,3.038072199072769,0.4956387147445784
G10040838357750,15.040879,-0.014195,0.1073,0.165784,0.020908,Gaia DR3 3076512871153824256,126.59327,-0.264712,SB1,215.03180495053303,0.270728115734369,6.737523510040617,,,,,,,,,,,,,,,,10.928,0.123,10.948,0.024,12.866469,1.0971842,1.6371973820112282,0.1293092440386825,4.428553502952175,0.5052920713822742,11.88635786469155,2.8513285379710123
G10040929442974,251.70328,0.091,0.00625,0.186282,0.001218,Gaia DR3 3076361452082022784,126.02111,-0.844105,SB1,1252.594902155163,0.4096683125384737,3.396862995566708,,,,,,,5954.78,14.41,4.091,0.018,0.099,0.008,-9.05921,,,8.963,0.031,9.008,0.019,10.304732,0.7676592,1.1584809078056624,0.0102326824099202,1.5938273946082055,0.0405585025376954,2.861567986863921,0.1502346831858198
G10040938973403,70.06688,0.158768,0.022594,0.199487,0.004403,Gaia DR3 3076354507119648128,126.052314,-1.019631,SB1,25.66668941482282,0.4052787249845317,25.952164124241985,,,,,,,5744.27,12.46,4.113,0.016,0.177,0.008,-4.99736,,,10.039,0.058,10.05,0.021,11.4970665,0.84830666,1.0790345576264313,0.0101583868590877,1.504754112119296,0.0379875384505406,2.205381759525558,0.1190266153004495
G10040958927268,41.60727,-0.225723,0.036503,0.124567,0.007113,Gaia DR3 3076274277130572544,125.84641,-1.265596,SB1,264.66977256356734,0.0090043171613779,7.48173211089017,,,,,,,,,,,,,,,,8.153,0.024,8.231,0.017,11.125171,1.5821228,1.0652785939943552,0.2907406530039089,26.76115194130332,4.555818567489293,198.62084242712405,71.42543269450204
G10041001907279,27.33506,0.560363,0.056985,0.27774,0.011104,Gaia DR3 3076088979356890112,126.462402,-1.426303,Orbital,822.0600877245658,0.0496190144968298,,,,,,,,6465.27,24.25,4.146,0.035,-0.253,0.021,-3.9798,0.05143,0.09279,,,,,13.145167,0.62176514,1.1962379436952673,0.0351645775686749,1.5132152712093203,0.0851988528099131,3.5953844807997744,0.3919639109883747
G10041025333258,8.902904,0.271139,0.173343,0.221383,0.033777,Gaia DR3 3076192299090183552,126.692732,-1.198317,Orbital,891.2712266269024,0.4682535407448404,,,,,,,,5855.84,52.8,4.216,0.087,-0.498,0.057,-4.53285,,,,,,,13.416565,0.79187393,0.836351097130714,0.0304098366774878,1.1188857461408308,0.1189001675921352,1.3273287890207823,0.2902375521191273
G10041027766845,44.939785,0.376866,0.040871,0.241985,0.007964,Gaia DR3 3076097156975841280,126.55191,-1.329405,SB1,7.64165222972936,0.0341501915168648,35.75076173687406,,,,,,,5786.94,26.555,4.312,0.036,0.289,0.021,-4.35066,0.06348,,11.236,0.148,11.083,0.02,12.624538,0.8691883,1.0985708467648905,0.0198447529355532,1.2001618250159265,0.0603345525915198,1.4551439393832364,0.1483731003824633
G10041031710963,40.795437,-0.164724,0.038509,0.136453,0.007504,Gaia DR3 3076280496243479424,126.137758,-1.340869,SB1,480.75964247401583,0.4513658692366802,9.718121001739926,,,,,,,,,,,,,,,,8.611,0.026,8.727,0.027,11.062015,1.3032484,0.893716916757353,0.0590175703465499,5.890101031858735,0.3434429107750438,13.922805368492806,1.758675284326368
G10041376095495,33.032444,-0.250184,0.047891,0.1198,0.009332,Gaia DR3 3076246003361326592,125.717555,-1.630202,AstroSpectroSB1,651.4877155677425,0.3555430449547777,,,,,,,,,,,,,,,,,8.82,0.032,8.91,0.021,11.101307,1.2088366,0.7962864598123642,0.0313206191643523,4.855544299870887,0.2175556487676928,10.72697423790468,1.0443360840797524
G10041445026855,45.345737,0.111702,0.034107,0.190316,0.006646,Gaia DR3 3069915599524382976,125.851,-2.697984,Orbital,1071.4389463749228,0.346461618653693,,,,,,,,6021.85,26.06,4.33,0.037,-0.045,0.022,-5.40172,,,11.693,0.264,11.826,0.023,13.114738,0.7558994,1.0588002485664183,0.0103050965613311,1.1582527053484593,0.0505282962362146,1.5877917248874265,0.1424965973792529
G10042727047544,53.580425,0.481504,0.028956,0.262374,0.005642,Gaia DR3 5755206565474139008,130.07114,-6.157247,SB1,1.8762500137842544,0.1507196368077065,22.3834854622301,,,,,,,6615.13,21.49,3.898,0.029,0.056,0.017,-4.03371,0.03071,0.11527,9.643,0.046,9.752,0.02,10.770266,0.60647297,1.5965672125988388,0.0258351896989064,2.357832903072316,0.0886367766228013,9.657763479965013,0.6741730243702371
G10042771608147,30.033489,0.244674,0.058396,0.216226,0.011379,Gaia DR3 5755188079934898304,130.20516,-6.37029,SB1,22.7269035510362,0.5193940330296338,28.735430429677123,,,,,,,5832.436,22.957,4.031,0.032,0.225,0.019,-4.60929,,,9.696,0.048,9.753,0.019,11.1297,0.81233406,1.1900122076061823,0.0853128237952803,1.727746628960652,0.1200349201768601,3.1196987336786983,0.4881002342480671
G10043123127332,13.212377,0.227315,0.118508,0.212844,0.023092,Gaia DR3 5755330879007703168,128.96578,-6.255694,SB1,115.78679512060414,0.395544353407102,13.532445120802276,,,,,,,4771.23,32.04,2.346,0.046,-0.349,0.028,-4.91227,,,9.15,0.034,9.294,0.021,11.491513,1.1994743,1.5271249930994737,0.1983290158375222,13.380888896144668,1.3719005545386818,82.07129996944322,16.97886638740431
G10043172470606,9.970789,0.085814,0.15746,0.185272,0.030682,Gaia DR3 5755334757361652736,128.84489,-6.218599,SB1,12.351597536699789,0.11730010482032,19.95860910884213,,,,,,,,,,,,,,,,11.087,0.135,11.171,0.025,12.593136,0.8429737,1.0353215014425914,0.0389436101599258,1.4466258830721226,0.1400974017987711,2.096734053848944,0.4226204197873328
G10043213212265,10.952329,0.109629,0.146493,0.189912,0.028545,Gaia DR3 5754925434095241344,128.06472,-6.76626,SB1,13.636919175929858,0.1438666047952239,40.37431721055958,,,,,,,5582.1,22.95,4.352,0.031,0.289,0.022,-5.59859,,,10.204,0.063,10.247,0.019,11.929077,0.9584789,1.0181740254524885,0.0097430021639046,1.1028257605397318,0.0416427799636778,1.0626632040857962,0.0832919308666288
G10043880486523,34.63979,0.105389,0.046168,0.189086,0.008996,Gaia DR3 3063276198560126080,125.64377,-6.931301,SB1,31.40224630271346,0.3555223798872193,25.656603976704776,,,,,,,5147.99,28.35,4.606,0.04,-0.15,0.023,-5.46482,,,9.868,0.049,10.081,0.019,12.049226,1.0860767,0.7986948069407301,0.0101231579448084,0.7398703099357915,0.0232485140990817,0.3457022738621976,0.0234902969827488
G10043981263542,167.94171,0.359537,0.009283,0.238608,0.001809,Gaia DR3 3064984873989441792,125.95233,-6.422142,SB1,855.4545787182686,0.3599741598431917,8.57417164875756,,,,,,,6571.74,13.46,4.005,0.017,-0.044,0.007,-4.19469,0.01417,,10.001,0.05,10.035,0.019,11.130355,0.6223726,1.449582530017064,0.0001729615739877,2.0329335624504945,0.0136672973658793,6.974320276619983,0.0258667787188628
